,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO TO,BL,PTS,POSS,PACE,OEFF,DEFF,REST DAYS,win_or_loss,points_per_poss,true_shooting_%,Off_reb_minus_TO,3-pointer,close,long-range,mid-range
1268,45,91,13,34,12,22,11,36,47,25,16,7,18,1,115,105.4,95.4,109.2,112.0,1,0,1.0910815939278935,0.5711164084227254,-7,36,23,0,25
1269,40,96,10,32,8,8,10,25,35,23,23,5,9,2,98,94.9,94.9,103.3,129.6,1,0,1.0326659641728133,0.49236334405144694,1,35,20,1,36
1270,46,87,10,24,21,26,10,35,45,30,16,4,10,0,123,94.9,94.9,129.6,103.3,1,1,1.2961011591148577,0.6247460381958554,0,24,31,0,25
1271,39,77,10,20,12,17,4,32,36,17,23,10,17,3,100,97.8,97.8,102.2,111.4,3IN4-B2B,0,1.0224948875255624,0.5918560606060606,-13,21,17,0,33
1272,39,84,6,24,25,32,10,32,42,24,15,11,14,3,109,97.8,97.8,111.4,102.2,B2B,1,1.114519427402863,0.5556688417618271,-4,29,26,0,19
1273,37,84,9,26,16,21,9,31,40,20,23,7,10,5,99,91.4,91.4,108.3,111.6,3IN4-B2B,0,1.0831509846827134,0.5308880308880309,-1,24,29,2,26
1274,34,83,6,17,28,33,14,34,48,22,18,7,11,7,102,91.4,91.4,111.6,108.3,B2B,1,1.1159737417943105,0.5229696472518458,3,18,26,0,30
1275,42,89,19,42,15,19,13,39,52,27,15,8,19,4,118,100.4,100.4,117.5,97.6,1,1,1.1752988047808763,0.6059983566146261,-6,41,28,0,11
1276,42,96,7,28,7,16,12,29,41,25,21,9,12,7,98,100.4,100.4,97.6,117.5,1,0,0.9760956175298803,0.4755434782608695,0,27,27,1,38
1277,28,73,3,21,14,17,5,27,32,11,20,3,18,4,73,90.6,90.6,80.6,134.6,1,0,0.8057395143487859,0.45352882703777336,-13,21,7,0,31
1278,40,79,9,22,26,28,7,38,45,20,28,6,15,1,115,97.8,97.8,117.6,105.4,3IN4-B2B,1,1.1758691206543967,0.6296539640823479,-8,20,26,0,21
1279,33,83,7,27,30,35,7,28,35,19,20,9,10,8,103,97.8,97.8,105.4,117.6,1,0,1.0531697341513293,0.5233739837398373,-3,24,17,0,25
1280,42,82,7,24,17,21,12,29,41,26,19,6,18,7,108,97.4,97.4,110.9,114.0,3IN4-B2B,0,1.108829568788501,0.5918456817185446,-6,24,27,1,21
1281,45,85,6,15,15,21,8,28,36,29,24,11,15,8,111,97.4,97.4,114.0,110.9,2,1,1.139630390143737,0.5889219015280136,-7,18,21,0,39
1282,43,80,10,25,13,17,5,42,47,22,23,5,15,3,109,95.6,95.6,114.0,103.5,1,1,1.1401673640167365,0.6229995427526291,-10,25,21,0,32
1283,35,90,8,32,21,25,12,31,43,24,19,7,8,5,99,95.6,95.6,103.5,114.0,3IN4,0,1.0355648535564854,0.4900990099009901,4,32,24,1,27
1284,45,95,9,22,13,16,13,37,50,22,17,7,9,5,112,97.1,97.1,115.3,88.6,1,1,1.153450051493306,0.5488043904351234,4,22,26,1,38
1285,32,81,5,25,17,18,5,33,38,14,18,2,17,5,86,97.1,97.1,88.6,115.3,3IN4,0,0.8856848609680742,0.4835807467386415,-12,24,27,1,27
1286,42,84,14,24,17,22,10,36,46,23,19,4,11,8,115,94.8,94.8,121.3,110.8,1,1,1.2130801687763713,0.613791631084543,-1,23,15,0,37
1287,37,88,9,29,22,26,8,32,40,28,17,8,8,2,105,94.8,94.8,110.8,121.3,3IN4,0,1.1075949367088609,0.5279565567176187,0,29,27,1,23
1288,41,88,8,30,12,20,7,36,43,27,20,9,14,4,102,100.6,100.6,101.4,104.4,3IN4-B2B,0,1.0139165009940359,0.5268595041322314,-7,31,23,0,28
1289,38,86,13,30,16,27,11,34,45,20,19,9,15,4,105,100.6,100.6,104.4,101.4,1,1,1.0437375745526838,0.5363710666121781,-4,31,17,0,31
1290,40,82,9,21,20,26,10,33,43,25,15,10,14,3,109,96.9,96.9,112.5,107.4,3IN4,1,1.1248710010319916,0.5832619863013698,-4,21,30,1,29
1291,41,82,10,28,12,17,6,32,38,27,21,8,16,1,104,96.9,96.9,107.4,112.5,1,0,1.0732714138286894,0.581135449262405,-10,28,26,0,27
1292,39,77,14,35,22,28,5,23,28,26,22,11,22,4,114,103.0,103.0,110.7,123.3,3IN4,0,1.1067961165048545,0.6381549484997762,-17,35,32,0,7
1293,47,80,11,23,22,27,7,30,37,31,20,17,19,6,127,103.0,103.0,123.3,110.7,3IN4,1,1.2330097087378642,0.6911188506747933,-12,22,30,2,20
1294,43,93,15,37,21,25,11,34,45,24,20,6,12,3,122,100.6,100.6,121.3,123.3,1,0,1.21272365805169,0.5865384615384616,-1,39,37,0,16
1295,43,87,16,39,22,30,7,35,42,26,22,8,8,11,124,100.6,100.6,123.3,121.3,2,1,1.2326043737574555,0.6187624750499002,-1,41,24,0,18
1296,35,76,8,22,31,35,6,37,43,19,21,8,15,7,109,98.3,98.3,110.9,104.8,1,1,1.108850457782299,0.5962800875273523,-9,24,17,0,34
1297,38,86,7,26,20,25,7,30,37,18,20,7,11,4,103,98.3,98.3,104.8,110.9,3IN4,0,1.0478128179043744,0.5309278350515464,-4,25,24,1,36
1298,36,83,6,20,19,25,8,37,45,17,23,6,11,6,97,94.8,94.8,102.3,100.2,3+,1,1.0232067510548524,0.5159574468085106,-3,21,24,0,31
1299,36,84,5,21,18,26,8,34,42,16,18,10,10,7,95,94.8,94.8,100.2,102.3,3IN4,0,1.0021097046413503,0.49769488683989943,-2,22,33,0,20
1300,38,85,7,24,25,33,6,30,36,20,18,7,12,6,108,99.4,99.4,108.7,106.7,3IN4-B2B,1,1.0865191146881288,0.5426045016077171,-6,26,21,0,27
1301,38,84,6,25,24,28,10,35,45,10,25,9,13,8,106,99.4,99.4,106.7,108.7,1,0,1.0663983903420522,0.550249169435216,-3,25,29,0,22
1302,33,71,18,34,26,41,11,35,46,17,22,4,19,1,110,96.9,96.9,113.5,124.9,3IN4-B2B,0,1.135190918472652,0.6176999101527404,-8,33,15,0,17
1303,45,90,10,29,21,22,6,32,38,35,27,8,6,7,121,96.9,96.9,124.9,113.5,2,1,1.2487100103199176,0.6069422150882825,0,30,32,0,21
1304,38,84,10,33,22,24,8,24,32,24,20,10,14,3,108,98.6,98.6,109.5,124.7,2,0,1.0953346855983772,0.5710659898477157,-6,33,25,1,22
1305,48,84,9,20,18,21,8,35,43,21,18,7,16,4,123,98.6,98.6,124.7,109.5,3IN4-B2B,1,1.2474645030425964,0.6595881595881596,-8,20,26,0,31
1306,35,77,7,22,23,30,6,38,44,12,19,13,13,6,100,97.4,97.4,102.7,94.5,2,1,1.026694045174538,0.5543237250554324,-7,22,19,0,30
1307,35,85,7,22,15,20,12,36,48,18,18,7,19,2,92,97.4,97.4,94.5,102.7,1,0,0.944558521560575,0.49040511727078895,-7,22,27,1,34
1308,35,85,7,22,16,21,8,32,40,19,21,6,12,3,93,95.1,95.1,97.8,108.3,4IN5-B2B,0,0.9779179810725552,0.493421052631579,-4,23,23,0,34
1309,35,76,10,26,23,31,7,36,43,28,15,7,14,6,103,95.1,95.1,108.3,97.8,3IN4,1,1.0830704521556256,0.574520303435966,-7,25,13,1,23
1310,44,84,6,17,18,24,10,32,42,24,21,8,15,4,112,98.6,98.6,113.6,112.6,1,1,1.135902636916836,0.5922165820642978,-5,18,32,0,27
1311,38,86,7,19,28,32,13,31,44,20,23,7,15,4,111,98.6,98.6,112.6,113.6,3IN4,0,1.1257606490872212,0.5545563549160671,-2,22,29,0,25
1312,43,95,11,31,19,22,11,36,47,29,28,13,12,3,116,101.9,92.3,113.8,109.9,1,1,1.1383709519136407,0.554069545280856,-1,31,22,1,31
1313,40,82,15,38,17,34,13,34,47,29,21,9,18,6,112,101.9,92.3,109.9,113.8,1,0,1.099116781157998,0.5775577557755776,-5,38,22,1,14
1314,36,77,10,31,27,38,6,24,30,28,18,8,17,5,109,101.3,101.3,107.6,118.4,1,0,1.0760118460019743,0.5815194195475886,-11,30,20,1,13
1315,47,91,11,32,15,16,12,36,48,33,27,10,18,3,120,101.3,101.3,118.4,107.6,B2B,1,1.1846001974333664,0.6119951040391677,-6,37,24,0,16
1316,40,83,11,23,18,25,6,34,40,23,25,7,13,6,109,99.2,99.2,109.9,106.8,1,1,1.098790322580645,0.5797872340425532,-7,24,19,0,35
1317,35,80,13,35,23,26,4,29,33,20,25,3,15,4,106,99.2,99.2,106.8,109.9,1,0,1.0685483870967742,0.5796150481189851,-11,33,20,2,20
1318,43,83,17,30,16,19,6,33,39,29,20,5,14,5,119,97.1,97.1,122.6,117.5,1,1,1.2255406797116375,0.6512697022767076,-8,30,30,0,18
1319,43,94,8,27,20,26,12,29,41,18,16,6,7,5,114,97.1,97.1,117.5,122.6,B2B,0,1.1740473738414008,0.5405918057663126,5,28,24,0,37
1320,40,75,12,26,22,25,9,34,43,32,21,9,24,4,114,100.6,100.6,113.3,108.3,B2B,1,1.1332007952286283,0.6627906976744186,-15,26,26,0,17
1321,42,91,7,28,18,23,15,22,37,26,22,11,19,4,109,100.6,100.6,108.3,113.3,1,0,1.0834990059642147,0.5389636075949367,-4,28,36,0,19
1322,39,92,10,34,11,19,13,32,45,16,22,6,9,4,99,90.8,90.8,109.0,111.2,3IN4-B2B,0,1.0903083700440528,0.49322439218812275,4,38,31,0,19
1323,36,78,10,22,19,25,9,36,45,18,17,3,10,7,101,90.8,90.8,111.2,109.0,3+,1,1.1123348017621146,0.5674157303370787,-1,24,23,0,25
1324,42,91,10,27,20,28,12,43,55,24,18,6,16,11,114,105.4,105.4,108.2,99.6,1,1,1.081593927893738,0.5516840882694541,-4,29,38,0,18
1325,41,96,11,27,12,19,9,37,46,23,23,7,12,9,105,105.4,105.4,99.6,108.2,1,0,0.9962049335863378,0.5030663089306248,-3,27,44,0,24
1326,39,82,11,28,24,27,5,36,41,23,19,7,12,14,113,99.7,99.7,113.4,103.3,3IN4,1,1.1334002006018056,0.6018321261184492,-7,28,19,1,26
1327,38,92,7,23,20,21,12,31,43,26,18,6,15,6,103,99.7,99.7,103.3,113.4,1,0,1.0330992978936813,0.5086922165152115,-3,22,29,1,29
1328,39,92,7,23,10,12,18,37,55,17,21,4,18,2,95,92.6,92.6,102.6,111.2,1,0,1.0259179265658749,0.48828125,0,25,17,0,39
1329,37,94,11,30,13,14,14,37,51,16,17,5,15,9,98,99.0,99.0,99.0,106.1,2,0,0.98989898989899,0.48921725239616615,-1,30,29,1,26
1330,43,90,4,15,15,20,9,40,49,17,12,5,11,4,105,99.0,99.0,106.1,99.0,3+,1,1.0606060606060608,0.5313765182186235,-2,20,34,0,27
1331,37,72,9,22,26,36,7,36,43,13,17,7,17,2,109,94.1,94.1,115.9,104.2,3IN4-B2B,1,1.1583421891604677,0.6204462659380692,-10,23,19,1,25
1332,42,81,10,18,15,17,6,38,44,21,22,7,19,4,109,98.8,98.8,110.3,104.2,2,1,1.1032388663967614,0.6159584086799277,-13,19,21,0,40
1333,36,81,10,27,21,27,6,28,34,27,20,13,13,5,103,98.8,98.8,104.2,110.3,1,0,1.04251012145749,0.5544788975021533,-7,27,22,1,28
1334,48,89,10,24,14,17,8,20,28,21,26,8,11,2,120,94.9,94.9,126.4,133.8,1,0,1.2644889357218123,0.6218905472636815,-3,25,25,0,34
1335,44,86,9,23,30,35,19,27,46,29,15,5,15,6,127,94.9,94.9,133.8,126.4,1,1,1.338250790305585,0.626232741617357,4,26,33,0,19
1336,36,84,4,14,12,13,10,38,48,13,24,5,13,2,88,90.0,90.0,97.8,106.7,B2B,0,0.9777777777777777,0.49041462327240304,-3,16,32,0,29
1337,33,81,6,26,24,28,10,34,44,13,10,7,8,6,96,90.0,90.0,106.7,97.8,3IN4,1,1.0666666666666667,0.5143591941705958,2,25,22,1,22
1338,35,70,13,25,28,36,10,33,43,22,30,7,19,1,111,92.7,84.0,119.7,124.1,1,0,1.197411003236246,0.646551724137931,-9,25,19,1,21
1339,38,78,10,28,29,33,7,22,29,19,24,14,10,4,115,92.7,84.0,124.1,119.7,B2B,1,1.2405609492988132,0.6214872460008647,-3,29,19,0,27
1340,43,87,16,33,14,16,4,33,37,23,15,9,11,2,116,102.0,102.0,113.7,121.5,1,0,1.1372549019607843,0.6167588260314759,-7,33,27,0,25
1341,49,92,13,36,13,20,9,38,47,26,14,4,14,5,124,102.0,102.0,121.5,113.7,1,1,1.2156862745098038,0.6150793650793651,-5,37,19,0,27
1342,38,87,9,25,13,18,7,31,38,29,15,7,12,2,98,97.9,97.9,100.2,130.8,2,0,1.0010214504596526,0.5162241887905604,-5,25,25,1,33
1343,50,89,16,34,12,15,7,40,47,39,17,8,10,5,128,97.9,97.9,130.8,100.2,3IN4,1,1.3074565883554647,0.6694560669456068,-3,35,28,0,18
1344,31,80,7,23,17,24,12,31,43,19,22,6,19,7,86,95.2,95.2,90.3,107.2,1,0,0.903361344537815,0.4748233215547703,-7,21,21,0,22
1345,37,84,10,25,18,23,12,35,47,20,19,9,16,10,102,95.2,95.2,107.2,90.3,3IN4,1,1.0714285714285716,0.5418614534636634,-4,23,30,0,14
1346,40,90,13,37,14,15,9,38,47,18,16,5,13,4,107,98.9,98.9,108.2,111.3,1,0,1.0819009100101111,0.5538302277432713,-4,35,29,2,24
1347,46,96,9,27,9,13,11,37,48,22,18,8,10,9,110,98.9,98.9,111.3,108.2,1,1,1.1122345803842264,0.5406999606763665,1,30,33,0,32
1348,42,81,12,31,27,28,6,35,41,25,29,10,25,4,123,109.6,109.6,112.3,107.7,1,1,1.1222627737226278,0.6590227175310759,-19,31,22,0,13
1349,42,78,10,25,24,32,3,26,29,29,25,14,22,6,118,109.6,109.6,107.7,112.3,3IN4,0,1.0766423357664234,0.6407471763683753,-19,23,29,1,19
1350,41,89,9,24,9,11,7,33,40,25,17,14,12,2,100,97.7,97.7,102.4,90.1,1,1,1.0235414534288638,0.5328218243819267,-5,24,32,1,30
1351,33,78,3,13,19,25,9,34,43,19,12,7,21,9,88,97.7,97.7,90.1,102.4,3IN4,0,0.9007164790174002,0.4943820224719101,-12,13,28,0,35
1352,33,85,12,28,25,29,12,32,44,20,13,10,12,4,103,96.7,96.7,106.5,123.0,2,0,1.065149948293692,0.5268003273322422,0,27,16,2,35
1353,48,93,13,30,10,14,14,39,53,29,20,8,14,6,119,96.7,96.7,123.0,106.5,1,1,1.230610134436401,0.600040338846309,0,30,39,0,19
1354,43,89,13,31,13,19,13,39,52,26,24,12,20,10,112,103.0,103.0,108.7,83.5,2,1,1.087378640776699,0.5751848808545604,-7,31,26,0,28
1355,30,83,9,31,17,25,8,33,41,18,16,9,20,8,86,103.0,103.0,83.5,108.7,1,0,0.8349514563106797,0.4574468085106383,-12,29,22,0,23
1356,37,77,9,26,26,33,10,32,42,24,19,6,11,5,109,90.6,90.6,120.3,123.6,1,0,1.2030905077262695,0.5954982517482518,-1,27,25,0,19
1357,38,81,16,35,20,21,8,25,33,24,26,2,12,3,112,90.6,90.6,123.6,120.3,1,1,1.2362030905077264,0.6205673758865249,-4,37,9,1,23
1358,41,79,11,27,16,26,8,30,38,27,23,6,10,5,109,88.9,88.9,122.6,119.2,3IN4-B2B,1,1.2260967379077616,0.602609464838567,-2,28,27,1,21
1359,36,75,12,37,22,24,7,27,34,24,25,4,11,7,106,88.9,88.9,119.2,122.6,3IN4-B2B,0,1.1923509561304837,0.6194483403459561,-4,36,18,1,16
1360,46,89,4,12,7,12,13,28,41,11,16,7,11,3,103,91.1,91.1,113.1,127.4,3+,0,1.1306256860592756,0.5462452269834536,2,10,21,1,48
1361,42,79,14,28,18,23,9,29,38,18,19,5,13,6,116,91.1,91.1,127.4,113.1,3IN4-B2B,1,1.2733260153677277,0.6508078994614003,-4,30,18,0,25
1362,37,89,14,41,24,30,9,35,44,26,23,6,13,7,112,104.1,94.3,107.6,103.7,4IN5-B2B,1,1.0758885686839577,0.547945205479452,-4,41,33,0,14
1363,37,87,9,21,25,32,9,38,47,23,25,6,16,6,108,104.1,94.3,103.7,107.6,3IN4-B2B,0,1.037463976945245,0.5342303126236644,-7,21,42,0,18
1364,36,82,12,28,14,22,8,24,32,24,18,7,14,2,98,97.8,97.8,100.2,147.2,3+,0,1.0020449897750512,0.5344677137870855,-6,34,19,0,27
1365,57,92,17,34,13,16,9,39,48,35,17,9,11,7,144,97.8,97.8,147.2,100.2,2,1,1.47239263803681,0.7269789983844911,-2,32,25,2,25
1366,41,80,11,26,9,10,7,24,31,13,23,8,7,1,102,82.0,82.0,124.4,115.9,3IN4-B2B,1,1.2439024390243902,0.6042654028436019,0,25,25,1,24
1367,29,62,10,25,27,29,4,27,31,19,18,3,13,4,95,82.0,82.0,115.9,124.4,1,0,1.1585365853658536,0.6353665061530229,-9,27,11,0,20
1368,39,80,8,25,37,42,9,39,48,17,25,7,15,3,123,102.6,102.6,119.9,109.2,1,1,1.1988304093567252,0.6244922826969943,-6,27,27,0,21
1369,41,91,6,21,24,32,11,32,43,20,36,9,11,3,112,102.6,102.6,109.2,119.9,1,0,1.0916179337231968,0.5329272934906738,0,23,30,0,31
1370,41,85,7,21,20,25,5,35,40,20,18,6,15,6,109,103.9,103.9,104.9,124.2,3IN4-B2B,0,1.0490856592877766,0.5677083333333334,-10,23,34,0,27
1371,47,93,9,20,26,32,13,36,49,27,21,8,11,8,129,103.9,103.9,124.2,104.9,1,1,1.2415784408084696,0.6023533806499813,2,20,24,0,46
1372,51,128,18,51,19,23,15,48,63,32,39,9,14,11,139,130.8,92.3,106.3,108.6,1,0,1.0626911314984706,0.5031856356791196,1,48,15,2,52
1373,52,119,10,31,28,40,17,47,64,36,24,4,14,2,142,130.8,92.3,108.6,106.3,1,1,1.0856269113149843,0.5197657393850659,3,34,45,0,31
1374,37,100,6,26,11,16,13,42,55,20,19,5,16,4,91,104.4,104.4,87.2,102.5,2,0,0.8716475095785439,0.42507473841554555,-3,26,33,0,33
1375,41,92,8,29,17,22,8,43,51,22,16,9,10,6,107,104.4,104.4,102.5,87.2,1,1,1.024904214559387,0.5261605035405192,-2,29,26,0,24
1376,34,83,11,39,22,25,11,30,41,21,24,7,15,6,101,97.4,97.4,103.7,123.2,1,0,1.0369609856262834,0.5372340425531915,-4,39,21,0,13
1377,47,87,5,21,21,26,7,35,42,28,21,9,10,7,120,97.4,97.4,123.2,103.7,3IN4,1,1.2320328542094456,0.609508329947176,-3,21,28,0,31
1378,45,89,10,21,7,10,10,35,45,28,17,9,11,3,107,93.4,93.4,114.5,100.6,1,1,1.145610278372591,0.5728051391862955,-1,23,21,0,38
1379,38,84,10,32,8,15,10,32,42,25,12,8,15,3,94,93.4,93.4,100.6,114.5,1,0,1.0064239828693788,0.5187637969094923,-5,32,21,0,28
1380,42,79,10,23,20,26,6,30,36,25,28,6,12,6,114,95.4,95.4,119.5,118.5,1,1,1.1949685534591195,0.6302521008403361,-6,23,18,0,27
1381,36,79,12,28,29,36,9,31,40,19,20,8,13,3,113,95.4,95.4,118.5,119.5,1,0,1.1844863731656183,0.5957401940109658,-4,26,21,0,18
1382,44,99,10,28,10,14,11,32,43,26,22,8,13,8,108,102.8,102.8,105.0,117.7,1,0,1.0505836575875485,0.5135032331685051,-2,31,34,0,31
1383,45,89,8,14,23,28,10,39,49,29,11,8,12,5,121,102.8,102.8,117.7,105.0,1,1,1.17704280155642,0.5971180418476115,-2,16,27,0,36
1384,39,83,8,22,15,23,5,40,45,26,20,2,11,4,101,95.5,95.5,105.8,109.9,1,0,1.057591623036649,0.5423109965635738,-6,22,18,0,42
1385,36,79,8,26,33,39,8,31,39,28,18,13,18,6,113,104.1,104.1,108.6,106.7,B2B,1,1.085494716618636,0.5875623960066556,-10,26,16,0,26
1386,46,93,10,27,9,12,9,33,42,26,24,11,18,2,111,104.1,104.1,106.7,108.6,1,0,1.0662824207492796,0.5647130647130647,-9,28,35,0,22
1387,41,74,13,29,24,29,9,24,33,31,28,7,21,3,119,97.0,97.0,122.7,125.8,3IN4,0,1.2268041237113403,0.685799907791609,-12,31,18,0,20
1388,45,83,11,31,21,26,9,20,29,32,18,13,16,2,122,97.0,97.0,125.8,122.7,3IN4-B2B,1,1.2577319587628866,0.6459127488352393,-7,29,29,0,20
1389,37,87,4,26,18,22,15,38,53,16,23,7,16,4,96,95.2,95.2,100.8,109.2,3IN4,0,1.0084033613445378,0.49648324369052543,-1,24,31,2,25
1390,39,82,11,26,15,23,5,29,34,22,18,9,11,8,104,95.2,95.2,109.2,100.8,3IN4,1,1.092436974789916,0.5644811115935736,-6,26,20,0,33
1391,41,96,10,35,13,19,11,37,48,22,25,7,11,3,105,102.4,92.8,102.5,108.4,3IN4-B2B,0,1.025390625,0.5030663089306248,0,36,23,0,32
1392,40,91,12,29,19,26,9,41,50,29,20,3,12,11,111,102.4,92.8,108.4,102.5,1,1,1.0839843749999998,0.5417805544709098,-3,30,23,1,33
1393,43,97,3,27,20,29,12,39,51,18,23,6,7,7,109,100.2,100.2,108.8,112.8,1,0,1.0878243512974053,0.49653790087463556,5,26,23,1,38
1394,36,82,13,32,28,33,6,38,44,23,18,6,10,5,113,100.2,100.2,112.8,108.8,3IN4,1,1.1277445109780437,0.5853709075839204,-4,33,15,0,25
1395,35,75,12,32,15,21,6,36,42,17,17,6,17,3,97,92.8,92.8,104.5,112.1,3IN4-B2B,0,1.0452586206896552,0.5757359924026592,-11,33,14,0,15
1396,39,80,16,28,21,24,10,34,44,25,27,13,18,2,115,95.1,95.1,120.9,100.9,3IN4,1,1.2092534174553102,0.6349381625441696,-8,29,26,0,20
1397,31,74,5,19,29,39,13,29,42,11,19,8,17,8,96,95.1,95.1,100.9,120.9,1,0,1.0094637223974763,0.5265467310223783,-4,20,22,0,23
1398,34,93,5,24,28,35,22,29,51,18,17,8,12,2,101,95.8,95.8,105.4,122.1,1,0,1.0542797494780793,0.4658671586715867,10,24,26,0,34
1399,49,88,7,22,12,15,9,37,46,27,25,4,12,4,117,95.8,95.8,122.1,105.4,1,1,1.221294363256785,0.6183932346723044,-3,22,30,0,31
1400,40,94,12,30,14,19,13,34,47,17,16,11,13,7,106,100.3,90.8,105.7,107.7,1,0,1.0568295114656032,0.5177803829620946,0,29,16,0,30
1401,43,94,10,31,12,15,13,41,54,19,19,5,15,6,108,100.3,90.8,107.7,105.7,1,1,1.0767696909272184,0.5367793240556661,-2,29,21,0,25
1402,30,86,8,29,15,26,10,35,45,22,17,9,11,7,83,96.5,96.5,86.0,108.8,4IN5-B2B,0,0.8601036269430052,0.4259031198686371,-1,30,15,1,29
1403,38,85,14,45,15,22,11,49,60,28,24,4,14,4,105,96.5,96.5,108.8,86.0,1,1,1.0880829015544042,0.5544993662864385,-3,46,20,0,12
1404,30,85,7,28,27,32,12,38,50,21,30,12,20,7,94,105.7,105.7,88.9,102.1,1,0,0.8893093661305581,0.4743641501816714,-8,29,27,0,27
1405,37,86,7,21,27,38,10,40,50,16,25,12,17,13,108,105.7,105.7,102.1,88.9,1,1,1.0217596972563858,0.5257009345794392,-7,21,26,0,37
1406,33,83,11,31,21,25,3,39,42,20,13,3,10,6,98,98.7,98.7,99.3,116.5,2,0,0.9929078014184397,0.5212765957446809,-7,31,18,1,26
1407,42,93,11,31,20,23,11,40,51,23,18,8,8,2,115,98.7,98.7,116.5,99.3,1,1,1.165146909827761,0.5576027928626842,3,32,32,0,22
1408,41,99,15,27,19,23,20,31,51,26,18,12,11,5,116,98.2,98.2,118.1,122.2,2,0,1.1812627291242364,0.531524926686217,9,28,27,0,31
1409,47,89,12,26,14,18,10,34,44,25,16,7,15,10,120,98.2,98.2,122.2,118.1,3+,1,1.2219959266802445,0.6190672719768882,-5,24,29,0,29
1410,33,69,9,20,23,26,5,33,38,25,23,5,18,1,98,93.6,93.6,104.7,94.0,2,1,1.047008547008547,0.6091496767777226,-13,22,11,0,32
1411,31,77,6,24,20,28,7,28,35,17,22,12,16,3,88,93.6,93.6,94.0,104.7,3IN4,0,0.9401709401709403,0.4926108374384237,-9,24,10,0,33
1412,41,94,7,21,8,10,12,26,38,26,19,7,13,3,97,95.4,95.4,101.7,131.0,1,0,1.0167714884696015,0.4928861788617886,-1,24,20,0,39
1413,48,89,15,37,14,22,12,36,48,37,13,10,10,10,125,95.4,95.4,131.0,101.7,3IN4,1,1.3102725366876309,0.6333603567085528,2,36,21,1,23
1414,41,78,8,31,14,25,8,33,41,17,29,6,16,5,104,94.7,94.7,109.8,115.1,3IN4-B2B,0,1.0982048574445618,0.5842696629213483,-8,31,19,1,16
1415,36,87,12,36,25,30,12,27,39,24,21,6,10,2,109,94.7,94.7,115.1,109.8,1,1,1.151003167898627,0.5439121756487025,2,37,24,1,15
1416,35,99,6,27,19,31,21,37,58,23,18,16,13,7,95,100.8,100.8,94.2,89.3,3IN4-B2B,1,0.9424603174603174,0.4216974431818182,8,28,31,0,33
1417,37,88,5,25,11,16,12,37,49,17,24,4,21,7,90,100.8,100.8,89.3,94.2,1,0,0.8928571428571429,0.47348484848484845,-9,27,31,0,27
1418,34,86,7,26,18,21,9,34,43,13,14,10,16,6,93,100.7,100.7,92.3,115.2,2,0,0.9235352532274081,0.48824023519529614,-7,26,26,0,27
1419,45,93,12,32,14,19,10,37,47,23,18,10,13,11,116,100.7,100.7,115.2,92.3,1,1,1.1519364448857994,0.5722178374112076,-3,31,24,1,33
1420,41,82,5,21,11,14,3,32,35,21,15,6,15,5,98,99.2,99.2,98.8,119.0,3IN4-B2B,0,0.9879032258064515,0.5558076225045372,-12,21,31,0,30
1421,48,88,10,26,12,17,5,37,42,28,13,9,10,0,118,99.2,99.2,119.0,98.8,1,1,1.189516129032258,0.617930456640134,-5,26,20,0,41
1422,35,77,6,22,19,26,5,34,39,21,21,5,13,2,95,94.0,94.0,101.0,120.2,3IN4,0,1.0106382978723405,0.5370872908186342,-8,23,26,0,22
1423,45,92,14,30,15,20,11,35,46,28,24,6,8,4,119,97.2,97.2,122.4,101.8,1,1,1.2242798353909465,0.5902777777777778,3,33,21,0,24
1424,32,80,9,25,26,35,11,34,45,25,17,7,17,2,99,97.2,97.2,101.8,122.4,B2B,0,1.0185185185185186,0.5188679245283019,-6,28,26,0,19
1425,32,73,9,23,15,25,9,30,39,19,21,10,17,7,88,91.9,91.9,95.8,113.2,3+,0,0.9575625680087051,0.5238095238095238,-8,24,26,0,18
1426,36,78,11,29,21,27,11,35,46,22,23,11,16,2,104,91.9,91.9,113.2,95.8,3+,1,1.1316648531011968,0.5785491766800178,-5,30,32,0,9
1427,44,85,5,19,31,38,8,38,46,20,28,9,10,8,124,101.7,101.7,122.0,112.1,3+,1,1.2192723697148475,0.6095163193079041,-2,26,24,0,30
1428,39,96,7,20,29,35,17,27,44,21,27,5,12,3,114,101.7,101.7,112.1,122.0,1,0,1.12094395280236,0.5116696588868941,5,22,27,0,37
1429,49,81,6,15,24,30,4,38,42,25,19,7,9,2,128,99.2,99.2,129.1,100.8,2,1,1.2903225806451613,0.6794055201698513,-5,18,15,0,35
1430,38,100,10,37,14,17,11,26,37,17,23,6,9,4,100,99.2,99.2,100.8,129.1,3IN4-B2B,0,1.0080645161290323,0.4652028284331969,2,38,24,0,23
1431,39,88,9,31,24,26,6,39,45,33,14,4,10,3,111,101.5,101.5,109.3,124.1,B2B,0,1.0935960591133005,0.5581255028157683,-4,29,22,2,30
1432,47,96,21,48,11,14,9,38,47,35,18,9,10,13,126,101.5,101.5,124.1,109.3,2,1,1.2413793103448278,0.6166797180892718,-1,48,22,0,22
1433,40,87,12,39,16,22,12,35,47,19,23,6,20,8,108,102.3,102.3,105.6,113.4,1,0,1.0557184750733137,0.5585436491518411,-8,39,20,0,24
