,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO TO,BL,PTS,POSS,PACE,OEFF,DEFF,REST DAYS,win_or_loss,points_per_poss,true_shooting_%,Off_reb_minus_TO,3-pointer,close,long-range,mid-range
1988,29,79,11,33,24,31,8,36,44,21,21,6,13,7,93,94.0,94.0,98.9,104.2,3IN4-B2B,0,0.9893617021276596,0.5019430051813472,-5,34,22,0,19
1989,35,82,9,24,19,27,6,35,41,23,20,8,8,8,98,94.0,94.0,104.2,98.9,2,1,1.0425531914893618,0.521942905837239,-2,25,23,0,26
1990,32,83,5,27,9,13,4,36,40,15,24,5,12,0,78,97.0,97.0,80.5,111.4,1,0,0.8041237113402062,0.43958521190261496,-8,28,15,0,39
1991,40,78,8,26,20,29,7,47,54,27,15,4,15,3,108,97.0,97.0,111.4,80.5,3IN4,1,1.1134020618556701,0.5949757602468048,-8,25,21,0,25
1992,31,81,7,25,17,25,17,32,49,15,12,6,15,8,86,88.0,88.0,97.7,108.0,3IN4,0,0.9772727272727273,0.4673913043478261,2,26,23,0,22
1993,38,80,7,19,12,14,7,32,39,24,18,7,11,9,95,88.0,88.0,108.0,97.7,3IN4-B2B,1,1.0795454545454546,0.5512999071494894,-4,22,15,0,35
1994,33,75,9,28,21,22,9,33,42,18,25,2,15,5,96,89.0,89.0,107.8,116.8,2,0,1.0786516853932584,0.5668398677373642,-6,29,9,0,33
1995,32,76,13,30,27,31,7,28,35,20,18,7,10,3,104,89.0,89.0,116.8,107.8,3IN4,1,1.1685393258426966,0.5800981704596162,-3,34,15,0,15
1996,38,83,5,24,28,35,10,38,48,20,24,5,14,5,109,100.3,100.3,108.7,104.7,3IN4-B2B,1,1.086739780658026,0.5538617886178862,-4,24,33,0,20
1997,38,89,10,31,19,30,13,32,45,28,24,9,14,6,105,100.3,100.3,104.7,108.7,1,0,1.0468594217347957,0.5136986301369862,-1,33,35,0,18
1998,36,89,9,27,11,14,12,23,35,19,17,8,11,7,92,91.0,91.0,101.1,128.6,3IN4-B2B,0,1.010989010989011,0.4833963850357293,1,26,30,1,28
1999,45,75,12,23,15,19,6,38,44,30,16,5,14,6,117,91.0,91.0,128.6,101.1,1,1,1.2857142857142858,0.7017754318618042,-8,24,26,0,17
2000,31,72,13,31,29,38,9,32,41,16,22,2,15,1,104,93.1,93.1,111.8,119.3,3IN4,0,1.1170784103114932,0.5861136158701533,-6,31,17,0,22
2001,34,85,6,29,25,29,8,33,41,27,15,8,18,4,99,102.4,102.4,96.7,102.5,1,0,0.9667968749999999,0.5063420621931259,-10,27,21,1,29
2002,41,87,12,33,11,15,7,35,42,29,23,9,16,7,105,102.4,102.4,102.5,96.7,1,1,1.0253906249999998,0.5608974358974359,-9,34,32,0,18
2003,35,99,6,22,19,30,11,36,47,16,21,10,4,4,95,102.5,102.5,92.7,109.3,1,0,0.926829268292683,0.4233511586452763,7,22,24,0,52
2004,40,92,12,25,20,30,12,51,63,26,21,2,12,4,112,102.5,102.5,109.3,92.7,1,1,1.0926829268292684,0.532319391634981,0,23,27,2,36
2005,44,85,9,25,12,17,9,27,36,30,14,11,16,5,109,99.3,99.3,109.7,123.8,1,0,1.0976837865055389,0.5893166089965398,-7,25,28,0,28
2006,49,89,14,30,11,15,9,33,42,31,15,8,16,1,123,99.3,99.3,123.8,109.7,1,1,1.2386706948640482,0.643305439330544,-7,33,27,1,23
2007,33,80,6,23,19,26,9,24,33,22,23,7,14,3,91,95.4,95.4,95.4,121.6,3+,0,0.9538784067085953,0.49759405074365703,-5,23,19,0,24
2008,45,91,12,27,14,16,14,37,51,25,20,7,17,7,116,95.4,95.4,121.6,95.4,3IN4,1,1.2159329140461215,0.591595267237862,-3,29,21,0,30
2009,42,83,13,26,18,24,13,30,43,13,20,4,12,6,115,90.2,90.2,127.5,115.3,B2B,1,1.2749445676274944,0.6145788798631894,1,26,23,0,23
2010,41,89,9,31,13,20,13,26,39,18,22,8,9,8,104,90.2,90.2,115.3,127.5,1,0,1.1529933481152992,0.5316973415132924,4,31,28,0,23
2011,41,83,7,10,13,17,9,31,40,29,20,4,11,4,102,90.4,90.4,112.8,130.5,B2B,0,1.1283185840707963,0.5636604774535808,-2,10,16,1,51
2012,43,87,11,28,21,27,15,30,45,31,20,9,8,3,118,90.4,90.4,130.5,112.8,B2B,1,1.305309734513274,0.5966828478964401,7,32,19,0,32
2013,45,85,13,36,22,27,10,34,44,19,16,4,10,2,125,94.5,94.5,132.3,127.0,3IN4-B2B,1,1.3227513227513228,0.6451279933938894,0,37,28,1,16
2014,47,91,11,27,15,19,10,30,40,23,25,5,6,2,120,94.5,94.5,127.0,132.3,1,0,1.2698412698412698,0.6038647342995169,4,28,29,0,26
2015,37,84,12,37,4,10,12,33,45,26,17,3,18,6,90,90.6,90.6,99.3,115.8,1,0,0.9933774834437087,0.5090497737556561,-6,37,28,0,18
2016,40,80,12,30,13,20,5,28,33,28,13,12,8,5,105,90.6,90.6,115.8,99.3,1,1,1.1589403973509935,0.5912162162162162,-3,30,15,0,26
2017,39,102,9,34,22,24,13,40,53,26,34,15,16,6,109,112.3,101.7,97.0,99.7,3IN4-B2B,0,0.9706144256455921,0.4841862117981521,-3,34,29,0,30
2018,35,93,4,23,38,46,14,41,55,19,22,10,18,4,112,112.3,101.7,99.7,97.0,2,1,0.9973285841495994,0.49452490286117984,-4,25,27,0,37
2019,40,88,6,26,14,20,13,36,49,20,17,5,11,11,100,92.6,92.6,107.9,115.5,1,0,1.0799136069114472,0.5165289256198348,2,26,31,0,19
2020,38,87,10,20,21,23,10,33,43,21,19,9,8,9,107,92.6,92.6,115.5,107.9,B2B,1,1.1555075593952484,0.5508649093904447,2,21,20,0,41
2021,37,86,8,35,20,26,8,31,39,24,28,6,18,5,102,101.0,101.0,101.0,108.9,3IN4,0,1.00990099009901,0.5233990147783252,-10,36,21,1,25
2022,40,94,10,33,20,28,20,34,54,19,24,10,15,6,110,101.0,101.0,108.9,101.0,3IN4-B2B,1,1.0891089108910892,0.517306245297216,5,35,29,0,22
2023,44,86,12,29,24,26,8,40,48,26,18,7,21,3,124,105.9,105.9,117.1,118.1,1,0,1.1709159584513693,0.6362889983579639,-13,30,25,1,23
2024,45,89,17,38,18,23,6,29,35,27,22,12,12,2,125,105.9,105.9,118.1,117.1,3IN4,1,1.1803588290840414,0.630548829701372,-6,38,30,0,18
2025,40,83,15,33,16,21,9,37,46,28,22,8,17,8,111,97.3,97.3,114.1,97.7,1,1,1.1408016443987667,0.6016912402428448,-8,32,21,0,16
2026,37,87,4,21,17,31,12,28,40,18,19,10,11,2,95,97.3,97.3,97.7,114.1,1,0,0.9763617677286741,0.4719793322734499,1,22,29,0,28
2027,40,89,6,24,19,24,14,34,48,24,19,6,12,1,105,96.0,96.0,109.3,118.7,3+,0,1.09375,0.5273202089192447,2,25,22,0,32
2028,43,87,10,31,18,24,9,34,43,25,19,8,10,4,114,96.0,96.0,118.7,109.3,1,1,1.1875,0.5842558425584256,-1,28,26,0,19
2029,42,90,14,37,22,27,9,30,39,25,24,9,15,10,120,105.0,95.1,114.3,116.2,2,0,1.1428571428571428,0.5889281507656067,-6,35,16,0,26
2030,47,95,8,23,20,27,16,34,50,18,23,6,17,4,122,105.0,95.1,116.2,114.3,1,1,1.161904761904762,0.5707335329341318,-1,23,27,0,29
2031,40,92,5,23,11,16,10,41,51,17,17,8,7,8,96,94.2,94.2,102.0,104.1,1,0,1.0191082802547768,0.4846526655896607,3,25,20,0,44
2032,38,88,10,29,12,19,11,35,46,22,13,1,11,6,98,94.2,94.2,104.1,102.0,1,1,1.040339702760085,0.5085097550850975,0,28,40,1,18
2033,36,82,4,16,21,29,10,31,41,14,23,5,24,5,97,102.4,102.4,94.7,109.3,1,0,0.947265625,0.5118193330519206,-14,16,26,1,33
2034,42,96,11,27,17,23,18,32,50,17,25,13,15,5,112,102.4,102.4,109.3,94.7,1,1,1.09375,0.5277044854881267,3,30,28,0,31
2035,32,79,9,35,9,13,5,37,42,17,20,7,15,3,82,94.1,94.1,87.1,101.0,2,0,0.871413390010627,0.48394711992445705,-10,36,20,0,22
2036,35,88,9,29,16,19,12,39,51,16,17,8,13,3,95,94.1,94.1,101.0,87.1,1,1,1.0095642933049946,0.4929431299294313,-1,29,33,1,18
2037,43,78,13,30,13,16,4,42,46,34,20,10,16,2,112,94.1,94.1,119.0,92.4,3IN4-B2B,1,1.1902231668437835,0.658513640639699,-12,32,14,2,16
2038,37,77,8,24,18,22,9,24,33,22,19,12,16,5,100,90.9,90.9,110.0,102.3,3IN4,1,1.1001100110011002,0.5768343331795108,-7,26,15,0,33
2039,32,72,7,15,22,25,12,27,39,20,24,10,23,2,93,90.9,90.9,102.3,110.0,1,0,1.023102310231023,0.5602409638554217,-11,16,22,1,28
2040,38,90,7,16,10,12,13,36,49,16,22,8,13,8,93,93.4,93.4,99.6,96.4,2,1,0.9957173447537473,0.4880352644836272,0,15,35,0,28
2041,35,83,4,21,16,26,13,36,49,15,14,8,14,6,90,93.4,93.4,96.4,99.6,3IN4,0,0.9635974304068521,0.4764930114358323,-1,22,33,0,13
2042,45,84,15,33,28,32,13,35,48,23,21,4,16,4,133,98.5,98.5,135.0,110.6,3IN4-B2B,1,1.350253807106599,0.6780179445350735,-3,31,15,1,24
2043,43,92,6,20,17,27,14,27,41,23,22,8,10,3,109,98.5,98.5,110.6,135.0,1,0,1.1065989847715734,0.5246438197920678,4,20,25,0,37
2044,42,90,9,27,16,18,12,31,43,24,12,9,10,3,109,91.7,91.7,118.9,111.3,1,1,1.1886586695747001,0.5565767973856209,2,27,20,0,32
2045,40,88,14,40,8,10,13,30,43,26,19,5,14,3,102,91.7,91.7,111.3,118.9,1,0,1.1123227917121048,0.551948051948052,-1,42,14,0,26
2046,38,87,11,28,13,19,18,27,45,20,19,13,13,6,100,91.9,91.9,108.8,118.6,3IN4,0,1.088139281828074,0.5243288590604027,5,30,14,0,31
2047,43,84,11,27,12,14,10,33,43,27,17,5,17,2,109,91.9,91.9,118.6,108.8,3IN4,1,1.1860718171926006,0.6044809228039042,-7,30,24,0,21
2048,39,88,7,20,10,17,16,28,44,18,17,6,16,1,95,91.8,91.8,103.4,127.4,3IN4-B2B,0,1.0348583877995643,0.49748638458315875,0,22,22,0,31
2049,47,80,11,23,12,19,7,29,36,36,20,12,11,3,117,91.8,91.8,127.4,103.4,B2B,1,1.2745098039215685,0.6620642824807605,-4,26,19,0,21
2050,37,87,8,25,15,17,6,19,25,19,23,8,10,4,97,95.7,95.7,101.4,127.5,3IN4,0,1.013584117032393,0.5133361558001693,-4,24,29,0,22
2051,48,88,4,16,22,30,18,36,54,26,17,7,16,8,122,95.7,95.7,127.5,101.4,1,1,1.2748171368861023,0.6027667984189723,2,16,35,0,25
2052,34,86,8,25,24,29,11,33,44,20,19,11,16,5,100,101.3,101.3,98.8,102.7,1,0,0.9871668311944719,0.5062778452814904,-5,26,28,0,29
2053,38,95,11,34,17,23,18,37,55,23,26,9,19,6,104,101.3,101.3,102.7,98.8,1,1,1.0266535044422507,0.4946727549467275,-1,34,23,0,37
2054,43,85,15,37,12,14,7,31,38,22,12,4,10,4,113,94.2,94.2,120.0,133.8,2,0,1.1995753715498938,0.6197893813075911,-3,38,18,1,27
2055,51,96,11,26,13,13,10,34,44,35,16,7,6,1,126,94.2,94.2,133.8,120.0,1,1,1.3375796178343948,0.619347227683838,4,25,28,1,26
2056,43,81,16,35,14,19,7,31,38,28,11,9,11,4,116,91.6,91.6,126.6,107.0,B2B,1,1.2663755458515285,0.649059982094897,-4,35,23,0,18
2057,41,84,10,26,6,10,8,29,37,19,15,6,13,6,98,91.6,91.6,107.0,126.6,2,0,1.0698689956331877,0.5542986425339366,-5,28,24,0,28
2058,38,79,9,21,16,18,8,28,36,19,26,4,12,1,101,88.0,88.0,114.8,122.8,1,0,1.1477272727272727,0.5809940174873447,-4,23,25,0,28
2059,41,89,7,28,19,29,18,28,46,18,11,5,7,7,108,88.0,88.0,122.8,114.8,1,1,1.2272727272727275,0.5306603773584906,11,29,37,0,18
2060,34,93,7,25,23,34,15,35,50,16,30,14,20,3,98,110.6,110.6,88.6,113.9,1,0,0.8860759493670887,0.4538718043719896,-5,27,19,1,43
2061,43,95,8,29,32,42,17,44,61,25,26,11,17,5,126,110.6,110.6,113.9,88.6,1,1,1.139240506329114,0.5551639055340147,0,30,34,0,27
2062,35,79,6,23,25,32,11,40,51,10,21,9,18,3,101,96.7,96.7,104.5,86.9,1,1,1.044467425025853,0.5425440481306403,-7,23,26,0,30
2063,32,82,6,23,14,23,10,26,36,20,23,8,17,11,84,96.7,96.7,86.9,104.5,1,0,0.8686659772492243,0.4559270516717325,-7,24,25,0,29
2064,36,80,9,27,14,21,9,36,45,18,16,6,17,2,95,94.0,94.0,101.0,103.2,3IN4,0,1.0106382978723405,0.5322725235320485,-8,26,20,1,26
2065,34,78,10,29,12,15,10,32,42,18,18,4,14,4,90,85.7,85.7,105.0,113.2,1,0,1.0501750291715284,0.5319148936170213,-4,29,19,0,27
2066,37,77,8,26,15,23,6,29,35,26,19,6,6,5,97,85.7,85.7,113.2,105.0,1,1,1.1318553092182029,0.5567033976124884,0,26,11,1,36
2067,36,88,5,22,18,20,9,31,40,23,20,5,11,9,95,95.3,95.3,99.6,115.4,3IN4-B2B,0,0.9968520461699896,0.490702479338843,-2,26,18,0,31
2068,39,80,11,21,21,29,10,40,50,15,20,8,13,2,110,95.3,95.3,115.4,99.6,1,1,1.154249737670514,0.5929279862009487,-3,20,28,1,17
2069,43,82,3,15,19,26,6,32,38,24,22,5,14,4,108,101.5,101.5,106.4,127.1,3IN4-B2B,0,1.064039408866995,0.5779109589041096,-8,15,33,0,31
2070,49,97,10,26,21,22,11,35,46,29,19,9,10,5,129,101.5,101.5,127.1,106.4,1,1,1.270935960591133,0.6046119235095613,1,26,27,0,40
2071,41,74,9,25,21,24,3,35,38,26,22,6,12,5,112,93.4,93.4,119.9,112.4,1,1,1.1991434689507492,0.662251655629139,-9,25,17,0,25
2072,38,90,10,38,19,24,14,28,42,18,17,6,11,4,105,93.4,93.4,112.4,119.9,1,0,1.1241970021413275,0.5220763723150358,3,39,27,1,20
2073,34,96,2,22,17,20,12,38,50,21,17,3,9,3,87,99.4,99.4,87.5,115.7,3IN4,0,0.8752515090543259,0.41507633587786263,3,22,26,0,38
2074,47,91,12,26,9,13,6,41,47,36,17,4,11,6,115,99.4,99.4,115.7,87.5,1,1,1.1569416498993963,0.5944995864350703,-5,27,25,0,33
2075,39,82,7,27,40,43,11,35,46,23,15,8,13,4,125,99.8,99.8,125.3,117.2,1,1,1.2525050100200399,0.6193024177566389,-2,26,20,1,28
2076,48,95,13,24,8,11,11,28,39,19,29,9,13,8,117,99.8,99.8,117.2,125.3,1,0,1.1723446893787575,0.5859375,-2,24,22,0,43
2077,39,86,6,19,36,49,10,39,49,23,30,9,13,3,120,109.3,109.3,109.8,119.0,3IN4-B2B,0,1.0978956999085085,0.5578281889178133,-3,23,20,0,33
2078,44,94,14,41,28,35,12,38,50,31,32,8,15,5,130,109.3,109.3,119.0,109.8,1,1,1.1893870082342177,0.5941499085923218,-3,41,21,0,23
2079,46,83,8,25,17,23,11,35,46,23,22,10,19,4,117,99.9,99.9,117.1,107.1,1,1,1.1711711711711712,0.6282216494845361,-8,24,33,1,18
2080,37,91,10,24,23,31,15,24,39,22,15,9,15,5,107,99.9,99.9,107.1,117.1,3IN4,0,1.071071071071071,0.5112767584097859,0,26,23,0,32
2081,34,83,8,22,21,24,13,36,49,20,19,5,17,3,97,92.5,92.5,104.8,108.1,1,0,1.0486486486486486,0.5183839247541684,-4,22,36,1,19
2082,39,88,8,27,14,16,9,26,35,27,23,10,9,6,100,92.5,92.5,108.1,104.8,3IN4,1,1.0810810810810811,0.5260942760942761,0,27,26,0,23
2083,41,91,14,38,11,14,6,30,36,28,15,9,10,7,107,101.4,101.4,105.6,115.4,2,0,1.0552268244575935,0.5506381226842322,-4,39,13,0,34
2084,44,93,14,39,15,20,15,44,59,29,19,5,19,3,117,101.4,101.4,115.4,105.6,3+,1,1.1538461538461537,0.574656188605108,-4,40,20,0,18
2085,46,95,7,21,20,22,12,25,37,32,20,13,14,10,119,105.6,95.6,112.7,123.2,2,0,1.1268939393939397,0.5683989300726022,-2,21,25,0,33
2086,46,88,14,23,24,28,9,33,42,26,23,6,20,2,130,105.6,95.6,123.2,112.7,2,1,1.2310606060606062,0.6479266347687401,-11,23,33,0,21
2087,40,83,10,21,10,13,6,31,37,27,16,7,21,4,100,98.4,98.4,101.7,115.9,1,0,1.0162601626016259,0.563570784490532,-15,23,21,0,36
2088,44,89,10,31,16,18,13,31,44,37,15,14,13,8,114,98.4,98.4,115.9,101.7,2,1,1.1585365853658536,0.5881139083780438,0,33,23,0,21
2089,37,86,8,26,13,18,12,31,43,22,22,5,14,3,95,93.1,93.1,102.0,116.0,2,0,1.0204081632653064,0.5057495741056218,-2,29,25,0,22
2090,38,85,7,27,25,28,12,36,48,14,17,9,10,5,108,93.1,93.1,116.0,102.0,1,1,1.1600429645542427,0.5548705302096177,2,25,25,0,20
2091,49,82,8,18,21,26,11,29,40,24,23,10,12,4,127,93.4,93.4,136.0,123.2,3IN4-B2B,1,1.359743040685225,0.6795804794520548,-1,19,29,0,24
2092,41,83,12,33,21,27,11,21,32,24,18,6,13,6,115,93.4,93.4,123.2,136.0,3IN4-B2B,0,1.2312633832976445,0.6060286677908938,-2,34,21,0,19
2093,39,81,9,21,7,9,12,32,44,22,21,9,15,3,94,86.6,86.6,108.5,99.3,1,1,1.0854503464203236,0.5532015065913372,-3,22,17,0,29
2094,41,87,3,10,13,15,12,33,45,24,16,6,16,5,98,96.7,96.7,101.3,109.6,3IN4,0,1.0134436401240952,0.5235042735042735,-4,10,27,0,41
2095,45,99,10,25,6,8,16,34,50,28,18,11,14,6,106,96.7,96.7,109.6,101.3,1,1,1.0961737331954498,0.5169722980881779,2,26,27,0,40
2096,37,75,2,10,24,32,6,21,27,15,14,10,9,4,100,89.1,89.1,112.2,125.7,B2B,0,1.1223344556677892,0.5612932195779076,-3,10,27,1,34
2097,45,72,11,22,11,17,5,30,35,24,20,6,15,3,112,89.1,89.1,125.7,112.2,1,1,1.2570145903479237,0.7045797684952189,-10,22,25,0,16
2098,41,81,6,16,18,22,8,31,39,25,17,6,12,3,106,93.6,93.6,113.3,128.2,3IN4,0,1.1324786324786325,0.584472871636524,-4,19,22,0,38
2099,42,87,14,30,22,24,8,33,41,29,14,8,7,2,120,93.6,93.6,128.2,113.3,1,1,1.2820512820512822,0.6150061500615006,1,34,21,0,29
2100,38,86,6,22,25,30,12,38,50,21,25,13,18,7,107,103.0,103.0,103.9,89.3,3IN4,1,1.0388349514563107,0.5393145161290323,-6,21,26,1,25
2101,34,98,5,27,19,32,26,32,58,16,19,10,21,3,92,103.0,103.0,89.3,103.9,1,0,0.8932038834951457,0.4104211277658815,5,28,27,0,27
2102,38,84,13,28,9,13,6,40,46,23,25,5,12,4,98,93.7,93.7,104.6,103.5,1,1,1.0458911419423693,0.5461435577351761,-6,26,12,0,39
2103,32,78,10,29,23,28,6,39,45,20,14,7,10,2,97,93.7,93.7,103.5,104.6,3IN4-B2B,0,1.0352187833511206,0.5369796279893712,-4,28,22,0,20
2104,46,85,10,21,7,10,10,39,49,33,16,4,15,2,109,91.7,91.7,118.8,102.5,1,1,1.1886586695747001,0.6096196868008948,-5,22,30,0,31
2105,37,84,7,23,13,17,9,25,34,20,9,8,10,0,94,91.7,91.7,102.5,118.8,1,0,1.0250817884405672,0.5137735024048973,-1,23,30,0,22
2106,47,94,11,30,20,28,16,26,42,27,21,15,16,3,125,105.1,105.1,118.9,130.3,3+,0,1.1893434823977167,0.5878480060195637,0,31,35,0,21
2107,50,79,20,39,17,21,2,34,36,32,23,8,20,4,137,105.1,105.1,130.3,118.9,1,1,1.3035204567078973,0.7762919310970082,-18,38,31,1,3
2108,35,88,14,41,10,14,8,40,48,19,23,7,16,5,94,99.5,99.5,94.5,107.6,1,0,0.9447236180904522,0.49915038232795245,-8,42,21,0,16
2109,38,89,7,17,24,29,12,39,51,16,13,9,11,4,107,99.5,99.5,107.6,94.5,1,1,1.0753768844221105,0.5257468553459119,1,17,24,0,42
2110,41,91,7,29,19,24,16,24,40,19,22,9,16,5,108,96.5,96.5,111.9,116.0,2,0,1.1191709844559585,0.531705395825128,0,30,34,0,22
2111,41,77,8,24,22,25,8,27,35,32,19,8,19,3,112,96.5,96.5,116.0,111.9,1,1,1.160621761658031,0.6363636363636364,-11,27,24,0,20
2112,38,85,8,29,10,15,13,24,37,21,13,11,15,0,94,89.0,89.0,105.6,119.1,2,0,1.0561797752808988,0.5131004366812227,-2,28,20,1,30
2113,39,72,17,31,11,15,8,30,38,30,15,9,18,4,106,89.0,89.0,119.1,105.6,1,1,1.1910112359550562,0.6743002544529263,-10,32,12,0,20
2114,48,97,9,27,10,12,10,49,59,29,18,7,9,4,115,101.1,101.1,113.7,89.0,1,1,1.1374876360039565,0.5621822448181463,1,28,26,0,42
2115,36,95,6,25,12,14,8,41,49,21,13,3,10,1,90,101.1,101.1,89.0,113.7,1,0,0.8902077151335313,0.44483985765124556,-2,27,35,0,31
2116,36,89,12,28,13,18,12,49,61,24,16,8,13,4,97,98.0,98.0,98.9,82.6,3IN4-B2B,1,0.9897959183673469,0.5004127115146513,-1,28,16,0,32
2117,33,84,5,21,10,17,1,41,42,19,17,7,10,3,81,98.0,98.0,82.6,98.9,1,0,0.826530612244898,0.44271972015741146,-9,19,19,2,39
2118,43,88,4,20,22,28,8,25,33,19,23,11,12,3,112,102.2,102.2,109.6,128.2,2,0,1.095890410958904,0.5582137161084529,-4,19,31,0,22
2119,49,83,10,15,23,35,9,34,43,24,25,7,15,8,131,102.2,102.2,128.2,109.6,1,1,1.2818003913894325,0.665650406504065,-6,15,25,0,32
2120,36,84,9,23,14,21,12,30,42,18,16,4,20,3,95,98.0,98.0,96.9,111.2,2,0,0.9693877551020408,0.5094380094380094,-8,24,27,0,30
2121,45,84,7,21,12,13,4,33,37,26,16,13,13,5,109,98.0,98.0,111.2,96.9,1,1,1.1122448979591837,0.6074453856442265,-9,27,20,0,37
2122,31,83,4,26,8,13,9,31,40,20,20,8,19,2,74,95.2,95.2,77.7,108.2,3IN4,0,0.7773109243697478,0.4170423805229937,-10,26,25,0,25
2123,41,86,7,26,14,17,10,42,52,24,18,11,12,7,103,95.2,95.2,108.2,77.7,1,1,1.0819327731092436,0.5509199828840393,-2,26,24,0,27
2124,37,85,6,23,12,14,11,37,48,17,21,10,18,7,92,94.4,94.4,97.5,96.4,B2B,1,0.9745762711864406,0.5046072838964458,-7,24,20,0,29
2125,31,90,5,26,23,29,19,26,45,15,18,4,8,2,90,83.0,83.0,108.4,109.6,B2B,0,1.0843373493975903,0.4379135850525496,11,27,18,1,35
2126,31,67,6,25,23,30,8,28,36,16,23,4,12,6,91,83.0,83.0,109.6,108.4,3IN4-B2B,1,1.0963855421686748,0.5673316708229427,-4,24,14,1,24
2127,37,80,10,25,16,24,5,32,37,17,17,7,9,7,100,92.7,92.7,107.9,116.5,3IN4-B2B,0,1.0787486515641855,0.5521201413427562,-4,25,23,0,31
2128,41,85,15,27,11,18,11,38,49,27,22,6,12,6,108,92.7,92.7,116.5,107.9,1,1,1.1650485436893205,0.581145071028842,-1,26,33,1,23
2129,46,74,14,30,12,17,3,39,42,31,26,1,14,3,118,91.2,91.2,129.4,118.5,1,1,1.2938596491228072,0.7241040746195385,-11,31,19,0,19
2130,39,80,7,28,23,29,5,26,31,25,12,7,4,1,108,91.2,91.2,118.5,129.4,1,0,1.1842105263157894,0.5821474773609314,1,29,27,0,21
2131,37,77,9,20,32,37,11,24,35,22,22,10,15,9,115,94.5,94.5,121.6,120.6,2,1,1.216931216931217,0.6164236706689536,-4,20,18,0,36
2132,40,81,5,18,29,35,12,25,37,25,22,9,15,4,114,94.5,94.5,120.6,121.6,1,0,1.2063492063492065,0.5912863070539419,-3,17,26,1,29
2133,39,91,10,33,18,21,12,41,53,21,23,7,16,9,106,102.0,102.0,103.9,99.0,1,1,1.0392156862745099,0.5287310454908221,-4,33,24,0,26
2134,38,94,9,32,16,24,13,37,50,22,19,11,13,5,101,102.0,102.0,99.0,103.9,1,0,0.9901960784313725,0.4829762815608263,0,32,36,0,18
2135,35,96,7,31,14,24,14,34,48,25,31,12,15,6,91,104.2,104.2,87.3,91.1,1,0,0.8733205374280231,0.4269894894894895,-1,32,15,0,39
2136,34,85,6,27,21,29,9,42,51,24,23,5,19,6,95,104.2,104.2,91.1,87.3,1,1,0.9117082533589251,0.4858837970540098,-10,27,24,0,21
2137,36,79,5,21,20,28,11,33,44,18,18,5,13,4,97,90.7,90.7,106.9,105.8,1,1,1.069459757442117,0.5310994305738065,-2,21,22,0,33
2138,36,85,8,27,16,21,16,35,51,20,23,7,13,5,96,90.7,90.7,105.8,106.9,B2B,0,1.0584343991179714,0.5093378607809848,3,26,23,1,33
2139,45,88,11,41,12,16,8,36,44,33,29,9,17,7,113,101.8,101.8,111.0,104.1,1,1,1.1100196463654224,0.5944865319865319,-9,43,18,0,16
2140,33,85,5,31,35,39,10,28,38,20,14,9,14,2,106,101.8,101.8,104.1,111.0,1,0,1.0412573673870333,0.5187940485512921,-4,32,39,0,7
2141,44,95,9,30,16,20,13,34,47,23,24,3,12,6,113,98.3,98.3,114.9,124.1,1,0,1.1495422177009158,0.544315992292871,1,32,27,0,20
2142,45,91,8,27,24,33,16,32,48,15,18,7,9,6,122,98.3,98.3,124.1,114.9,3IN4,1,1.2410986775178026,0.5780894617134192,7,29,27,0,21
2143,48,94,6,23,17,25,13,28,41,24,20,12,13,3,119,99.8,99.8,119.3,108.3,2,1,1.1923847695390781,0.5666666666666667,0,23,35,0,29
2144,43,85,8,22,14,16,11,32,43,21,19,6,18,9,108,99.8,99.8,108.3,119.3,1,0,1.0821643286573146,0.5867014341590613,-7,21,30,0,20
2145,34,80,9,18,22,26,15,32,47,19,15,7,17,3,99,90.2,90.2,109.7,102.0,3IN4-B2B,1,1.0975609756097562,0.5413385826771654,-2,19,32,0,24
2146,36,87,11,39,9,11,13,27,40,30,19,7,15,3,92,90.2,90.2,102.0,109.7,3IN4-B2B,0,1.0199556541019954,0.5008710801393728,-2,39,24,0,19
2147,43,102,10,33,18,28,11,46,57,18,20,11,12,7,114,111.0,100.5,102.7,95.5,3IN4,1,1.027027027027027,0.4986004198740378,-1,32,27,1,36
2148,39,97,9,30,19,27,11,42,53,24,22,9,14,8,106,111.0,100.5,95.5,102.7,1,0,0.954954954954955,0.4867744305657605,-3,31,26,0,35
2149,41,78,8,22,13,17,7,28,35,27,21,9,16,8,103,93.0,93.0,110.7,107.5,3IN4-B2B,1,1.1075268817204302,0.6024801123069724,-9,24,16,0,21
2150,35,88,12,37,18,23,15,27,42,24,18,8,16,3,100,93.0,93.0,107.5,110.7,2,0,1.075268817204301,0.509580105992662,-1,37,27,1,13
2151,39,86,16,32,16,21,11,27,38,23,18,6,9,2,110,90.6,90.6,121.4,117.0,3IN4-B2B,1,1.2141280353200883,0.5774884502309954,2,32,12,0,29
2152,38,83,11,31,19,24,13,31,44,23,22,4,14,7,106,90.6,90.6,117.0,121.4,1,0,1.1699779249448126,0.5664814023086789,-1,33,10,0,31
2153,40,84,12,25,13,17,8,32,40,18,23,11,11,7,105,92.8,92.8,113.1,94.8,3IN4-B2B,1,1.1314655172413794,0.5738959335373852,-3,27,32,0,25
2154,33,89,5,25,17,21,17,35,52,19,16,2,16,6,88,92.8,92.8,94.8,113.1,1,0,0.9482758620689656,0.4478827361563518,1,24,36,1,23
